CustomerName,CustomerNumber,Inactive,Address1,Address2,Address3,City,State,Zip,Country,Phone,Email,Website,Division,TermsCode,PriceGroupCode,SalesAgentCode,TradeClass,TaxCode,Warehouse,BillingNumber,Currency,TaxExempt,PriceRemark,GeneralRemark,ShippingRemark,SpecialRemark1,SpecialRemark2,SpecialRemark3,SpecialRemark4,SpecialRemark5,SpecialRemark6,SpecialRemark7,SpecialRemark8,SpecialRemark9,SpecialRemark10,CreditOption,CreditLimit,CreateDate,UpdateDate,Truck,RemainingShelfLife,ShelfLifeUnit,ShelfLifeBasis,CustomFields
0011020,0011020,False,.,,,.,.,.,,,,,1,AR30,BOOK,00,,100,,,USD,,,,,,,,,,,,,,,,0.0,2025-02-06T14:42:20.903-05:00,2025-02-06T14:42:20.903-05:00,,,0,0,{}
ABS Corporation,0011021,False,7031 N. 16th Street,,,Omaha,NE,68112,USA,(402) 453-6970,dwood@abs-corporation.com,www.abs-corporation.com,1,AR10,C,0000,,100,,,,,,,,UPS Acct. No. 631 424,,,UPS Acct. No. 631 424,,,,,,,,1000.0,2024-01-10T15:54:53.263-05:00,2025-01-08T16:26:56.32-05:00,,,0,0,{}
Heany Industries Inc,0011022,True,249 Briarwood Lane,,,Scottsville,NY,14546,USA,(585) 469-4927,coreyd@heany.com,,1,AR03,C,0000,,100,,,,,,,,UPS Acct No. 129256,,,UPS Acct No. 129256,,,,,,,,0.0,2024-01-10T15:54:53.93-05:00,2025-01-08T16:26:56.367-05:00,,,0,0,{}
Glasslight,0011023,True,PO Box 310,,,Saint Peters,PA,19470,USA,(610) 469-9066,,,1,AR03,C,0000,,100,,,,,,,,UPS Acct. No. 261-802,,,"VISA:  4339-9300-0809-8321
Expires 08/10
     
UPS Acct. No. 261-802",,,,,,,,0.0,2024-01-10T15:54:54.67-05:00,2025-01-08T16:26:56.413-05:00,,,0,0,{}
Hakala Research Lab,0011024,False,P.O. Box 1001,,,Glenrock,WY,82637,USA,(303) 204-3314,hakalaresearch@aol.com,hakalalabs.com,1,AR10,C,0000,,100,,,,,,,,"UPS Acct No. #0F8W13

For Freight Shipments Contact: 
Freight Quote                                  
Agent: Robert Patterson 
Email: Robert.Patterson@freightquote.com
Ph:.(816)-949-6299

Email tracking number to Charles Hakala at Piller5@proton.me",,,"5/12/15    Charles thought 493258 was paid, but order split onto 2 invoices.  he paid
                 1 invoice.  Faxed 493258 to 303-763-6247
1/20/17  emailed 524098 to Charles
10/7 emailed about balance on 594498
7/13/23 emailed ap ref 623879 & 624110
9/5/23 emailed ref 623879
9/6/23 Charles will send out check today for invoice 623879
AmEx Acct. No. 3712 723 186 21006
Exp. 12/13

MC
5582 5086 4110 4606
Name: Hakala Pharmaceutical
Exp: 06/2014
Pin: 405
CC Billing Address: 883 Parfet Street, Unit C, Lakewood,  CO  80215                                                
UPS Acct No. #0F8W13

For Freight Shipments Contact: 
Freight Quote                                  
Agent: Robert Patterson 
Email: Robert.Patterson@freightquote.com
Ph:.(816)-949-6299

Email tracking number to Charles Hakala at Piller5@proton.me",,,,,,,,5000.0,2024-01-10T15:54:55.377-05:00,2025-01-08T16:26:56.46-05:00,,,0,0,{}
IGB Construction Inc.,0011025,True,315 Larchmont,,,San Antonio,TX,78209,USA,(210) 887-9119,joshb@igbweb.com,,1,AR03,C,0000,,101,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:16:06.4-05:00,2024-01-10T16:16:06.4-05:00,,,0,0,{}
Hovione LLC,0011026,True,40 Lake Drive,,,Hightstown,NJ,08520,USA,(609) 918-2600,,,1,AR10,C,0000,,100,,,,,,,,"DHL Account No. 781827041

Deliveries are from 8:00 am to 12:30 p.m. and 1:30 p.m. to 4:00 p.m. only",,,"DHL Account No. 781827041

Deliveries are from 8:00 am to 12:30 p.m. and 1:30 p.m. to 4:00 p.m. only",,,,,,,,1000.0,2024-01-10T15:54:56.057-05:00,2025-01-08T16:26:56.523-05:00,,,0,0,{}
0011027,0011027,False,.,,,.,.,.,,,,,1,AR30,BOOK,00,,100,,,USD,,,,,,,,,,,,,,,,0.0,2025-02-06T14:42:20.917-05:00,2025-02-06T14:42:20.917-05:00,,,0,0,{}
0011028,0011028,False,.,,,.,.,.,,,,,1,AR30,BOOK,00,,100,,,USD,,,,,,,,,,,,,,,,0.0,2025-02-06T14:42:20.933-05:00,2025-02-06T14:42:20.933-05:00,,,0,0,{}
0011029,0011029,False,.,,,.,.,.,,,,,1,AR30,BOOK,00,,100,,,USD,,,,,,,,,,,,,,,,0.0,2025-02-06T14:42:20.95-05:00,2025-02-06T14:42:20.95-05:00,,,0,0,{}
Kirchhoff-Institut fur Physik,0011030,True,Im Neuenheimer Feld 227,D-69120 Heidelberg,,.,.,.,GER,6221-54-9891,,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:46:48.967-05:00,2024-01-10T15:46:48.967-05:00,,,0,0,{}
0011032,0011032,False,.,,,.,.,.,,,,,1,AR30,BOOK,00,,100,,,USD,,,,,,,,,,,,,,,,0.0,2025-02-06T14:42:20.963-05:00,2025-02-06T14:42:20.963-05:00,,,0,0,{}
Univ. of Wisconsin-Madison,0011033,True,1500 Engineering Drive,,,Madison,WI,53706,USA,(608) 262-4711,hyount@wisc.edu,www.wisc.edu,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:54:56.773-05:00,2024-01-10T15:54:56.773-05:00,,,0,0,{}
Shell Oil Company,0011034,True,C/O Mr. Pana Ratana,910 Louisiana Street. OSP572B,,Houston,TX,77002,USA,(713) 241-5471,pana_business@yahoo.com,dan.goodwin@shelll.com,1,AR03,C,0000,,106,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:50:15.107-05:00,2024-01-10T15:50:15.107-05:00,,,0,0,{}
Virginia Commonwealth Univ.,0011035,True,Accounts Payable and,Support Services,P.O. Box 980327,Richmond,VA,23298,USA,(804) 828-6893,tshelton2@vcu.edu,,1,AR10,C,0000,,100,,,,,,,,FedEx Acct. No.  1213-4648-6,,,FedEx Acct. No.  1213-4648-6,,,,,,,,0.0,2024-01-10T15:46:49.753-05:00,2025-01-08T16:26:56.583-05:00,,,0,0,{}
0011036,0011036,False,.,,,.,.,.,,,,,1,AR30,BOOK,00,,100,,,USD,,,,,,,,,,,,,,,,0.0,2025-02-06T14:42:20.98-05:00,2025-02-06T14:42:20.98-05:00,,,0,0,{}
R & D Custom Mechanical,0011037,True,2115 W. Shrangri La # 2,,,Phoenix,AZ,85029,USA,(623) 322-9064,,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:46:50.54-05:00,2024-01-10T15:46:50.54-05:00,,,0,0,{}
0011038,0011038,False,.,,,.,.,.,,,,,1,AR30,BOOK,00,,100,,,USD,,,,,,,,,,,,,,,,0.0,2025-02-06T14:42:21.01-05:00,2025-02-06T14:42:21.01-05:00,,,0,0,{}
"Evans Analytical Group, LLC",0011039,True,Attn:  Accounts Payable,810 Kifer Road,,Sunnyvale,CA,94086,USA,(408) 530-3500,ahong@eaglabs.com,www.eaglabs.com,1,AR10,C,0000,,100,,,,,,,,,,,,,,,,,,,3000.0,2024-01-10T15:54:57.487-05:00,2024-01-10T15:54:57.487-05:00,,,0,0,{}
0011040,0011040,False,.,,,.,.,.,,,,,1,AR30,BOOK,00,,100,,,USD,,,,,,,,,,,,,,,,0.0,2025-02-06T14:42:21.027-05:00,2025-02-06T14:42:21.027-05:00,,,0,0,{}
0011041,0011041,False,.,,,.,.,.,,,,,1,AR30,BOOK,00,,100,,,USD,,,,,,,,,,,,,,,,0.0,2025-02-06T14:42:21.043-05:00,2025-02-06T14:42:21.043-05:00,,,0,0,{}
Cosmetic Labs of America LLC,0011042,False,1909 S. Waukegan Rd.,,,Waukegan,IL,60085,USA,(847) 689-1000,adiaz@cla-cosmeticlabs.com,www.alberto.com,1,AR10,C,0000,,100,,,,,,,,"UPS Acct. No. 915-164
FedEx Acct. No. 1058-1738-0

Per Shirley Ritchie, all PO’s should ship via UPS Ground unless otherwise notified.

All packages must be clearly marked with and include:
PO No.
CLA part number
Inspect/Retest date
Tare Weight
Net Weight",,,"Orders placed by Adriana Diaz use
MC Acct. No. 5287 1689 7881 1014
Exp. Date: 07/2010
Cardholder Name:  Adriana Elizabeth Diaz
               
                                               
UPS Acct. No. 915-164
FedEx Acct. No. 1058-1738-0

Per Shirley Ritchie, all PO’s should ship via UPS Ground unless otherwise notified.

All packages must be clearly marked with and include:
PO No.
CLA part number
Inspect/Retest date
Tare Weight
Net Weight
Lot No., if multiple for same item, please notify Purchasing dept.

Acceptable Pallet Sizes (for truck shipments):
48"" x 48"" Drum Pallet for > 55 gallon drum. 40""  x 48"" for all other items. Any other non-conforming pallet size(s) must be approved prior to shipping by CLA.

CLA part number must be on all shipping documents.

CLA part No. 30015439 for Strontium Nitrate

Include Date of Manufacture and Retest Date on tech data sheet.
Chemicals must have a minimum 6 months of left from expiration

Mark B/L;  Receiving Hours:  7:30 am - 3:30 pm Mon-Fri

Email invoice to:  cla-ap@visualpak.com 

Contact Visual Pak Logistics for shipping instructions,
Ian Nunag 
Phone: (224) 302-5329 
Email: Ian.Nunag@VisualPak.com",,,,,,,,3000.0,2024-01-10T15:54:58.26-05:00,2025-01-08T16:26:56.647-05:00,,,0,0,{}
Phillips Aerospace,0011043,True,16125 East Gale Avenue,,,Hacienda Heights,CA,91745,USA,(262) 855-4600,rdunn@paero.com,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:46:51.32-05:00,2024-01-10T15:46:51.32-05:00,,,0,0,{}
Raytheon Company - IDS,0011044,True,350 Lowell Street,MS:  ANF B16,,Andover,MA,01810,USA,(978) 470-9496,richard_gentilman@raytheon.com,www.raytheon.com,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:54:59.023-05:00,2024-01-10T15:54:59.023-05:00,,,0,0,{}
Creative Concepts,0011045,True,1500 Georgia Road,Building A,,Birmingham,AL,35210,USA,(205) 838-0570,,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:46:52.09-05:00,2024-01-10T15:46:52.09-05:00,,,0,0,{}
Solaicx,0011046,True,5102 Calle Del Sol,,,Santa Clara,CA,95054,USA,(503) 946-9306,ncliftonWsolaicx.com,www.solaicx.com,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:54:59.79-05:00,2024-01-10T15:54:59.79-05:00,,,0,0,{}
Cyberdyne Systems,0011047,True,430 Liberty HI,,,Cincinnati,OH,45202,USA,(513) 252-7191,lister@cybdyn.com,http://www.cybdyn.com,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:55:00.583-05:00,2024-01-10T15:55:00.583-05:00,,,0,0,{}
Crown Mills (BD) Ltd.,0011048,True,"Plot No.17-19 &36-38, Sector 2",Chittagong Export Processing,"South Halishahar, Chittagong",4223,.,.,BAN,88031741849,imran@qualitexbd.com,,1,AR07,C,0000,,100,,,,,,,,"DHL Acct: 96-44-66-726

FedEx Acct: 308044483",,,"DHL Acct: 96-44-66-726

FedEx Acct: 308044483",,,,,,,,0.0,2024-01-10T15:46:52.843-05:00,2025-01-08T16:26:56.693-05:00,,,0,0,{}
FHI Supply,0011049,True,P.O. Box 7,,,Seminole,OK,74818,USA,(405) 410-2066,fhisupply@yahoo.com,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:46:53.557-05:00,2024-01-10T15:46:53.557-05:00,,,0,0,{}
Solar Applied Materials Tech.,0011050,True,"No. 1, Gongye 3rd Rd.,","Annan District, Tainan City",70955,.,.,.,TAI,011-65110123,james.kuo@solartech.com.tw,,1,AR07,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:46:54.32-05:00,2024-01-10T15:46:54.32-05:00,,,0,0,{}
Pure Chem,0011051,True,8613 Passionvine Street,,,North Richland Hills,TX,76180,USA,(817) 636-2089,cl@purecheminc.com,www.purecheminc.com,1,AR00,C,0000,,101,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:16:07.21-05:00,2024-01-10T16:16:07.21-05:00,,,0,0,{}
Raden Research LLC,0011052,True,PO Box 107,,,Victor,CO,80860,USA,(719) 689-3126,gsminer@ccvnet.net,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:46:55.07-05:00,2024-01-10T15:46:55.07-05:00,,,0,0,{}
Frankl Miller & Webb,0011053,True,P.O. Box 4126,,,Roanoke,VA,24015,USA,(540) 527-2515,dfrankl@franklmillerwebb.com,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:46:55.8-05:00,2024-01-10T15:46:55.8-05:00,,,0,0,{}
Solar Notion,0011054,True,617 N. Mary Avenue,,,Sunnyvale,CA,94085,USA,(408) 774-0410,shing@solarnotion.com,www.solarnotion.com,1,AR00,C,0000,,100,,,,,,,,FedEx Acct. No. 397 051 463,,,"Visa Acct. No. 4339-9300-2737-2723
Exp. 09/09
Cardholder Name:  Shing Lee
                    
FedEx Acct. No. 397 051 463",,,,,,,,0.0,2024-01-10T15:55:01.393-05:00,2025-01-08T16:26:56.757-05:00,,,0,0,{}
Aculon,0011055,True,801 Ash Street,#802,,San Diego,CA,92101,USA,(858) 350-9474,bruner@aculon.com,www.aculon.com,1,AR00,C,0000,,100,,,,,,,,FedEx Acct. No. 273 342 7589,,,FedEx Acct. No. 273 342 7589,,,,,,,,0.0,2024-01-10T15:55:02.16-05:00,2025-01-08T16:26:56.803-05:00,,,0,0,{}
US Army Research Laboratory,0011056,False,"ARL, Build 4600",Deer Creek Loop,Attn: James Catalano,Aberdeen Prov Grnd,MD,21005,USA,(410) 306-0716,,,1,AR03,C,0000,,100,,,,,,,,,,,"VISA
4716 3000 0861 5214
Name: Claire V. Brennan
Exp: 06/2015
Pin: 660
CC Billing Address: RDRL-MM-E, Bldg 4600 Z, Aberdeen Prov. Ground, MD 21005",,,,,,,,0.0,2024-01-10T15:55:02.913-05:00,2025-01-08T16:26:56.867-05:00,,,0,0,{}
"Surface Technology, Inc.",0011057,False,1405 Lower Ferry Road,,,Trenton,NJ,08650,USA,(609) 259-0099,heidi@surfacetechnology.com,www.sufacetechnology.com,1,AR30,C,0000,,100,,,,,,,,"UPS Acct. No. 15V3F3

Preferred trucking company: 
TNT Trucking Services 800-558-5555, Acct. No. 91642

Conway Acct. No. SRFTCXTJ000

Email Invoice to Heidi Kellner at heidi@surfacetechnology.com",,,"9/14/16  emailed Heidi re 513806.  She will get it paid on 9/16
9/22/16  emailed Heidi re short pay of 513806
12/20/18 contacted buyer about ap contact heidi@surfacetechnology.com
5/13/19 contacted ap contact heidi
5/28/19  surface paid the other invoice but is running behind again on 564853
5/30/19 Heidi asked for invoice again. I checked and it should have been emailed to her before.
11/17/21 emailed stephanie in ref invoice 595972
8/12/22 emailed Heidi ref 609810 Stephanie said check was mailed on 8/5/22
6/27/23 emailed ap ref 622702



UPS Acct. No. 15V3F3

Preferred trucking company: 
TNT Trucking Services 800-558-5555, Acct. No. 91642

Conway Acct. No. SRFTCXTJ000

Email Invoice to Heidi Kellner at heidi@surfacetechnology.com",,,,,,,,4000.0,2024-01-10T15:55:03.743-05:00,2025-01-08T16:26:56.93-05:00,,,0,0,{}
"Gemcorp, Inc.",0011058,True,5064 Roswell Road,Suite 101B,,Atlanta,GA,30342,USA,(404) 851-9489,srt729@bellsouth.net,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:46:56.55-05:00,2024-01-10T15:46:56.55-05:00,,,0,0,{}
"Jewell Triggers, Inc.",0011059,True,1490 Whitewater Road,,,New Braunfels,TX,78132,USA,(830) 620-0971,ajewell@satx.rr.com,,1,AR03,C,0000,,101,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:16:08.053-05:00,2024-01-10T16:16:08.053-05:00,,,0,0,{}
Andes Chemical Corp.,0011060,False,11125 N.W. 29th Street,,,Doral,FL,33172,USA,(305) 591-5601,Vsaez@andeschem.com,www.andeschem.com,1,AR10,C,0000,,100,,,,,,,,"UPS Acct No. 102 16X

PO No  must be on BOL

BOL must state (without abbreviations)
FedEx Economy
Collect

The following must be on tech data sheet and emailed to reception@andeschem.com
Date of Manufature
Retest Date                    
    
Lot must hav",,,"4/14/08  Faxed 349653 to Magnolia (A/P) @ 305-591-5607 per her request.   She will
               pay 4/18/08.                  9/26/08  Per A/P, ck 66924 sent today for 359586.

UPS Acct No. 102 16X

PO No  must be on BOL

BOL must state (without abbreviations)
FedEx Economy
Collect

The following must be on tech data sheet and emailed to reception@andeschem.com
Date of Manufature
Retest Date                    
    
Lot must have a min. of 6 months remaining on retest date or pre-approval of tech data must be sent prior to shipping.

The following must be on the invoice:
Country of Origin:  USA

If shipping by truck, use heat treated pallets.

email  invoices to ap@andeschem.com.",,,,,,,,4000.0,2024-01-10T15:55:04.477-05:00,2025-01-08T16:26:56.993-05:00,,,0,0,{}
T & L Services,0011061,True,1101 Union Avenue NE,,,Grand Rapids,MI,49503,USA,(616) 458-8317,lousteen@sbcglobal.net,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:46:57.337-05:00,2024-01-10T15:46:57.337-05:00,,,0,0,{}
"5N Plus, Inc.",0011062,True,c/o Account Payables,4405 Garand Street,"Saint-Laurent, Qc",H4R2B4,.,.,CAN,(514) 856-0644,serge.grenier@5nplus.com,,1,AR00,C,0000,,100,,,,,,,,"FedEx Account Number 2579 1505 9

Certificate of Analysis of metallic elements must be provided with the material. 
Even the elements below the ICP detection limit must be reported.
          
PO No. ____ should appear on all shipments and documents",,,"5/29/08                                           
FedEx Account Number 2579 1505 9

Certificate of Analysis of metallic elements must be provided with the material. 
Even the elements below the ICP detection limit must be reported.
          
PO No. ____ should appear on all shipments and documents",,,,,,,,0.0,2024-01-10T15:55:05.26-05:00,2025-01-08T16:26:57.04-05:00,,,0,0,{}
Global Pyrotechnic Solutions,0011063,False,10476 Sunset Drive,,,Dittmer,MO,63023,USA,(636) 274-1500,,,1,AR03,C,0000,,100,,,,,,,,"UPS Acct. No. 57Y 60R

Preferred method of shipment:  FedEx Freight",,,"UPS Acct. No. 57Y 60R

Preferred method of shipment:  FedEx Freight",,,,,,,,0.0,2024-01-10T15:55:06.027-05:00,2025-01-08T16:26:57.087-05:00,,,0,0,{}
"Chemcore Industries, Inc.",0011064,True,P.O. Box 17155,,,Austin,TX,78760,USA,(866) 243-6267,,www.dovae.com,1,AR03,C,0000,,101,,,,,,,,FedEx Acct. No.:  247-607-8899,,,"AmEx Acct. No. 3712-753-769-21010
Exp. 03/10
Cardholder:  Cory T. Crain / Chemcore Industries, Inc.

              
                        
FedEx Acct. No.:  247-607-8899",,,,,,,,0.0,2024-01-10T16:16:08.977-05:00,2025-01-08T16:26:57.133-05:00,,,0,0,{}
Deloro Stellite Inc.,0011065,True,P.O. Box 5300,"Belleville, ON K8N 5C4",,.,.,.,CAN,(613) 968-3481,lheenan@stellite.com,,1,AR00,C,0000,,100,,,,,,,,"UPS Acct: 50X-005

FedEx Acct: 1331-0900-5",,,"Amex

373394213991009
exp 11/08
sec 1122
                                                 
UPS Acct: 50X-005

FedEx Acct: 1331-0900-5",,,,,,,,0.0,2024-01-10T15:55:06.793-05:00,2025-01-08T16:26:57.197-05:00,,,0,0,{}
Advanced Synthesis,0011066,True,P.O. Box 437920,,,San Ysidro,CA,92173,USA,(619) 423-7821,sales@advancedsynthesis.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:46:58.113-05:00,2024-01-10T15:46:58.113-05:00,,,0,0,{}
Auto-Chem Inc.,0011067,True,"33, Royal","Le Garduer, Quebec",J5Z 4Z3,.,.,.,CAN,(450) 654-9292,,,1,AR03,C,0000,,100,,,,,,,,FedEx Acct: 134202840,,,FedEx Acct: 134202840,,,,,,,,0.0,2024-01-10T15:46:58.877-05:00,2025-01-08T16:26:57.243-05:00,,,0,0,{}
SCP Science,0011068,False,21800 Clark Graham,Baie D' Urfe  Quebec,H9X 4B6,.,.,.,CAN,(514) 457-0701,fbelzil@scpscience.com,,1,AR30,C,0000,,100,,,,,,,,"UPS Acct. No. 1R1-33W  <------Only a working number for international when shipping direct to the customer and not through USA Bound. 

USA Bound UPS Acct. No. 829-039

For any orders that include hazardous material,  ship to freight forwarder UPS ground",,,"4/20/12    Left message with A/P re 434694, 435200, 435222, 435310         
4/24/12  Left message with Alicia in A/P re 4 invoices         
5/4/12  Left message with A/P, sent email to Alketa re 4 invoices.     
5/7/12  Rec'd email from Elizabeth Duran in A/P requesting invoices.        
5/8/12  Sent invoices to A/P via email.           
6/7/12  Sent AR statement to Duran, will turn over to D&B if pmt not rec'd in 10 days.     

12/16/14  Sent email to Duran re 484139.  Nadia Beltei, ext 141 said pay this week.
9/17/15  emailed 499726 to purchasing@scpscience.com
12/12/16  emailed 523152 to purchasing@scpscience.com & ap@scpscience.com
5/8/18 Emailed purchasing last week and heard nothing. This week I emailed again and received a response asking me to contact ap@scpscience.com. I have contacted them and I am awaiting a response.
6/27/18 emailed ap about invoice 550333
6/27/18 Miguel Morales in AP at SCP contacted me and said they were missing this invoice
7/30/18 Sent aging to Miguel 
8/3/18 Emailed Miguel asking him for an update on payment

3/28/19 ap@scpscience.com contacted about past due invoices
6/17/19 contacted AP about the past due invoice 565898
7/11/19 sent a email to AP about past due invoice 566800
7/11/19 Miguel said he sent the payment late last week. Lets see if it shows up.
7/22/19 Miguel you have two past invoices
7/29/19 Contacted Miguel again about 2 past due invoices
7/29/19 Migues replied that both invoices would be paid with check 8673 which was printed on 7/24. Should be here soon.
8/30/19 Sent Miguel an aging ap@scpscience.com indicating he has 3 invoices now due. He is usually good at responding.
He replied quickly and said issued cheque no.8751 to pay for invoices B-0569154, B-0569275 and B-0569308 will go into the mail the after labor day.
9/16/19   Sent Miguel a aging report for some reason he sent a check but did not pay                 for 5 past due invoices.

8/27/20  emailed ap@scpscience.com re 581881.   AP said will pay promptly
9/14/20  emailed AP (Miguel) again re 581881.  Miguel said ck paid 9/9/20
4/26/22 emailed ap ref 604651
1/16/23 emailed ap ref balance on 616289
6/13/23 emaile ap ref 622042
6/27/23 emailed ap ref 622702




Nov 2020: Phone meeting with Michel, Alketa, Francois and Jay discussed payments and mutually agreed they'd try their best to reduce payment terms to Net 10 Days

Dec 2020: Payment terms were negotiated with Michel Boivin, Francois Belzil and Jay to reflect 50% Down / Balance Net 15 Days  (YL)

Jan 2021: Customer strongly disagrees with payment terms; Jay agreed to keep their payment terms as Net 30 Days with good concerted effort to have invoice paid in full within 15 Days. Revisit payment terms.
UPS Acct. No. 1R1-33W  <------Only a working number for international when shipping direct to the customer and not through USA Bound. 

USA Bound UPS Acct. No. 829-039

For any orders that include hazardous material,  ship to freight forwarder UPS ground collect using USA Bound acct numner to the following address:

FREIGHT FORWARDER:
USA Bound Co
348 Route 11
Champlain,  NY  12919-4816

Do not declare a value for insurance on shipments

The following must be on the invoice:  Country of Origin: U.S.A. 

PO No. and SCP No. must appear on all shipping documents and product labels 

Email invoice to ap@scpscience.com
         
Email tracking number to Francois Belzil at fbelzil@scpscience.com, Alketa Mixha at amixha@scpscience.com and purchasing@scpscience.com

Email TDS to Yaling Sui at ysui@scpscience.com and Francois Belzil at fbelzil@scpscience.com",,,,,,,,10000.0,2024-01-10T15:55:07.557-05:00,2025-01-08T16:26:57.29-05:00,,,0,0,{}
Eaton Corporation,0011069,True,NAFSC,P.O. Box 818035,,Cleveland,OH,44181-8035,USA,(330) 562-3066,,http://www.eaton.com/,1,AR10,C,0000,,100,,,,,,,,"Rynosa, Mexico Plant FedEx Acct. No.
257-699-676",,,"Rynosa, Mexico Plant FedEx Acct. No.
257-699-676",,,,,,,,5000.0,2024-01-10T15:55:08.31-05:00,2025-01-08T16:26:57.353-05:00,,,0,0,{}
DLR e. V.,0011070,True,Lieferantenbuchhaltung,51170 Koln,,.,.,.,GER,49629828109,jennifer.sulzberger@dlr.de,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:46:59.617-05:00,2024-01-10T15:46:59.617-05:00,,,0,0,{}
e2v Tecnologies,0011071,False,Teledyne UK Limited,106 Waterhouse Lane,Chelmsford,Essex Cm1 2QU,.,.,ENG,44 124 545 3756,michael.phillips@e2v.com,www.e2v.com,1,AR00,C,0000,,100,,,,,,,,FedEx Int'l Acct No. 143 361 560,,,"Visa Acct. No. 4715-0760-3011-6501
Exp. Date: 09/10
Cardholder Name:  Guy Stubbs
             
FedEx Int'l Acct No. 143 361 560",,,,,,,,0.0,2024-01-10T15:55:09.083-05:00,2025-03-07T11:23:47.337-05:00,,,0,0,{}
